Class	Initial_GID	Initial_SRC	Compiled_SRC	First_Year_URN_correctedRelease	Final_GID	Pedigree	FINAL_GID_GENO_MATCH	If_Genotyped	First_Year_URN	decade
URN_Post68	HS79304	North American Pl. Br.	PRIVATE	1981	HS79304	Kitt/MN70170	HS79304	YES	1981	1980s
URN_Post68	HS79348	North American Pl. Br.	PRIVATE	1981	HS79348	Kitt/MN7222	HS79348	YES	1981	1980s
URN_Post68	MN73167	USDA-MN	MN	1981	MN73167	Crim/Era2*//MN6923S	MN73167	YES	1981	1980s
URN_Post68	ND581	NDSU	ND	1981	ND581	ND551//Butte*2/ND507	ND581	YES	1981	1980s
URN_Post68	ND585	NDSU	ND	1981	ND585	Butte*3/ND507	ND585	YES	1981	1980s
URN_Post68	SD2854	SDSU	SD	1981	SD2854	James/SD2049	SD2854	YES	1981	1980s
URN_Post68	SD2860	SDSU	SD	1981	SD2860	SD2271/SD2167	SD2860	YES	1981	1980s
URN_Post68	SD2861	SDSU	SD	1981	SD2861	Eureka/Prodax	SD2861	YES	1981	1980s
URN_Post68	WA6865	WA	WA	1981	WA6865	Wared/CI 17689	WA6865	YES	1981	1980s
URN_Post68	WA6870	WA	WA	1981	WA6870	Borah/CI 17689	WA6870	YES	1981	1980s
URN_Post68	SD8015	SDSU	SD	1982	GUARD	Eureka/Dawn	GUARD	YES	1982	1980s
URN_Post68	HS79561	North American Pl. Br.	PRIVATE	1982	HS79561	MN70170/3/Angus//Cno/TZPP	HS79561	YES	1982	1980s
URN_Post68	MN7529	USDA-MN	MN	1982	MN7529	Fch/Nor 66//Kitt/3/MN7125	MN7529	YES	1982	1980s
URN_Post68	MN7663	USDA-MN	MN	1982	MN7663	Kitt/MN7222	MN7663	YES	1982	1980s
URN_Post68	MT8017	USDA-MT	MT	1982	MT8017	FB439/MT7149	MT8017	YES	1982	1980s
URN_Post68	ND582	NDSU	ND	1982	ND582	ND527/Coteau's'//Era	ND582	YES	1982	1980s
URN_Post68	ND586	NDSU	ND	1982	ND586	ND537/4/ND496's'/3/ND546//Giza 141/Na 710	ND586	YES	1982	1980s
URN_Post68	ND590	NDSU	ND	1982	ND590	ND559//ND522*2/Teewon	ND590	YES	1982	1980s
URN_Post68	NK77S4374	Northrup King	PRIVATE	1982	NK77S4374	Tob//PV182/Cno	NK77S4374	YES	1982	1980s
URN_Post68	NK77S8002	Northrup King	PRIVATE	1982	NK77S8002	Era//Tob/Cno/3/Protor	NK77S8002	YES	1982	1980s
URN_Post68	PR2369	Pioneer	PRIVATE	1982	PR2369	Era/3/TZPP/Son 64//Chris	PR2369	YES	1982	1980s
URN_Post68	SD2903	SDSU	SD	1982	SD2903	Spring/Winter composite	SD2903	YES	1982	1980s
URN_Post68	WA6922	WA	WA	1982	WA6922	"K71002/Magnif 41, K7700108"	WA6922	YES	1982	1980s
URN_Post68	WA6923	WA	WA	1982	WA6923	"K73557/Borah, K7900713"	WA6923	YES	1982	1980s
URN_Post68	WRP-8-1	West.Pl.Br.	PRIVATE	1982	WRP-8-1	MSFRS Germplasm C.C. A-1977	WRP-8-1	YES	1982	1980s
URN_Post68	WRP-8-30	West.Pl.Br.	PRIVATE	1982	WRP-8-30	MSFRS Germplasm C.C. A-1977	WRP-8-30	YES	1982	1980s
URN_Post68	HS781139	North American Pl. Br.	PRIVATE	1983	HS781139	Composite Selection	HS781139	YES	1983	1980s
URN_Post68	HS80236	North American Pl. Br.	PRIVATE	1983	HS80236	SD2271/Sinton	HS80236	YES	1983	1980s
URN_Post68	MN81070	USDA-MN	MN	1983	MN81070	Era/Kitt//MN7173/3/MN7357	MN81070	YES	1983	1980s
URN_Post68	MT7926	USDA-MT	MT	1983	MT7926	ND681/MT 6830	MT7926	YES	1983	1980s
URN_Post68	MT8043	USDA-MT	MT	1983	MT8043	PK176/SI//MT7149	MT8043	YES	1983	1980s
URN_Post68	ND593	NDSU	ND	1983	ND593	Len//Butte*2/ND507	ND593	YES	1983	1980s
URN_Post68	ND603	NDSU	ND	1983	ND603	Len/3/Waldron//Bage/Chris	ND603	YES	1983	1980s
URN_Post68	SBT428	Pioneer	PRIVATE	1983	SBT428	NA	SBT428	YES	1983	1980s
URN_Post68	SD2912	SDSU	SD	1983	SD2912	Protor/RL 6010//Marshall	SD2912	YES	1983	1980s
URN_Post68	SD2925	SDSU	SD	1983	SD2925	Butte/James	SD2925	YES	1983	1980s
URN_Post68	SD8026	SDSU	SD	1983	SHIELD	Coteau/Dawn	SHIELD	YES	1983	1980s
URN_Post68	HS81-12	North American Pl. Br.	PRIVATE	1984	HS81-12	Waldron/2* Era	HS81-12	YES	1984	1980s
URN_Post68	HS81-55	North American Pl. Br.	PRIVATE	1984	HS81-55	Angus/Len	HS81-55	YES	1984	1980s
URN_Post68	MN80056	USDA-MN	MN	1984	MN80056	Polk/3/Era/Tob//Lov II	MN80056	YES	1984	1980s
URN_Post68	MN81270	USDA-MN	MN	1984	MN81270	Tzpp//IRN46/CNO/3/Angus/4/Era/Tob//Lov II	MN81270	YES	1984	1980s
URN_Post68	MN82128	USDA-MN	MN	1984	MN82128	MN 7528/Wheaton	MN82128	YES	1984	1980s
URN_Post68	MT808	USDA-MT	MT	1984	MT808	Jaral'S'/Norana	MT808	YES	1984	1980s
URN_Post68	MT8177	USDA-MT	MT	1984	MT8177	Kalif/S6921 (sawfly)	MT8177	YES	1984	1980s
URN_Post68	ND602	NDSU	ND	1984	ND602	Lew//Tioga*3/FO.629/3/Tioga/RL6043	ND602	YES	1984	1980s
URN_Post68	ND604	NDSU	ND	1984	ND604	Len//Butte/ND526	ND604	YES	1984	1980s
URN_Post68	ND611	NDSU	ND	1984	ND611	ND574/BH1146//ND575	ND611	YES	1984	1980s
URN_Post68	SD2956	SDSU	SD	1984	PROSPECT	Butte/CO53427//WS1809	PROSPECT	YES	1984	1980s
URN_Post68	RH833498	Rohm-Haas	PRIVATE	1984	RH833498	Not available	RH833498	YES	1984	1980s
URN_Post68	SD2962	SDSU	SD	1984	SD2962	SD2827/3/BURGAS2--/4/CNO	SD2962	YES	1984	1980s
URN_Post68	SD2968	SDSU	SD	1984	SD2968	SD2256/Wheaton	SD2968	YES	1984	1980s
URN_Post68	SD8036	SDSU	SD	1984	SD8036	Butte*2/Arthur 71	SD8036	YES	1984	1980s
URN_Post68	WA7075	WA	WA	1984	WA7075	K73579/Borah	WA7075	YES	1984	1980s
URN_Post68	WA7185	WA	WA	1984	WA7185	K7205061/WA 7184	WA7185	YES	1984	1980s
URN_Post68	WRC-80-3	West.Pl.Br.	PRIVATE	1984	WRC-80-3	MSFRS DHRSP-78	WRC-80-3	YES	1984	1980s
URN_Post68	ND606	NDSU	ND	1985	AMIDON	SU-1*2/3/LEW//TIOGA*2/RL6043	AMIDON	YES	1985	1980s
URN_Post68	HS82-175	North American Pl. Br.	PRIVATE	1985	HS82-175	WEBSTER/ERA//MN7125	HS82-175	YES	1985	1980s
URN_Post68	HS82-288	North American Pl. Br.	PRIVATE	1985	HS82-288	MARSHALL/LEN	HS82-288	YES	1985	1980s
URN_Post68	MN82047	USDA-MN	MN	1985	MN82047	MN7528/BUTTE	MN82047	YES	1985	1980s
URN_Post68	MT8218	USDA-MT	MT	1985	MT8218	PI015838/MARBERG	MT8218	YES	1985	1980s
URN_Post68	MT8320	USDA-MT	MT	1985	MT8320	PM23/MT7448	MT8320	YES	1985	1980s
URN_Post68	MT8328	USDA-MT	MT	1985	MT8328	PM23/MT7448	MT8328	YES	1985	1980s
URN_Post68	ND600	NDSU	ND	1985	ND600	LEW//TIOGA*3/FO.629/3/TIOGA/RL6043	ND600	YES	1985	1980s
URN_Post68	ND616	NDSU	ND	1985	ND616	ND517-2/3/Olaf//WALDRON*2/AGENT	ND616	YES	1985	1980s
URN_Post68	RH841246	Rohm-Haas	PRIVATE	1985	RH841246	Not available	RH841246	YES	1985	1980s
URN_Post68	ND626	NDSU	ND	1986	GRANDIN	Len//Butte*2/ND507/3/ND593	GRANDIN	YES	1986	1980s
URN_Post68	ND618	NDSU	ND	1986	GUS	ND527/Coteau Sib//Era	GUS	YES	1986	1980s
URN_Post68	HS84-700	North American Pl. Br.	PRIVATE	1986	HS84-700	MN7357/Marshall	HS84-700	YES	1986	1980s
URN_Post68	HS84-873	North American Pl. Br.	PRIVATE	1986	HS84-873	MN7357/Len	HS84-873	YES	1986	1980s
URN_Post68	MINNPRO	USDA-MN	MN	1986	MINNPRO	#N/A	MINNPRO	YES	1986	1980s
URN_Post68	MN84662	USDA-MN	MN	1986	MN84662	MN81110/MN7533	MN84662	YES	1986	1980s
URN_Post68	MT8402	MT	MT	1986	MT8402	MT7336/Shortana	MT8402	YES	1986	1980s
URN_Post68	ND617	NDSU	ND	1986	ND617	Len//PI166308/Len	ND617	YES	1986	1980s
URN_Post68	ND622	NDSU	ND	1986	ND622	Waldron*2/S6579//SU28-1*3/Agent	ND622	YES	1986	1980s
URN_Post68	SD2961	SDSU	SD	1986	SD2961	Butte/SD2700	SD2961	YES	1986	1980s
URN_Post68	SD2980	SDSU	SD	1986	SHARP	BUTTE*2/MN7125	SHARP	YES	1986	1980s
URN_Post68	MN82354	USDA-MN	MN	1986	VANCE	ND560/MN7595	VANCE	YES	1986	1980s
URN_Post68	WA7329	WA	WA	1986	WA7329	"NHS07664/[(Sq)Selkirk NDM00004],83-007"	WA7329	YES	1986	1980s
URN_Post68	2385	PIONEER	PRIVATE	1987	2385	DEKALB/W7735	2385	YES	1987	1980s
URN_Post68	BUTTE_86	NDSU	ND	1987	BUTTE86	#N/A	BUTTE86	YES	1987	1980s
URN_Post68	FA984-384	West.Pl.Br.	PRIVATE	1987	FA984-384	MSFRS	FA984-384	YES	1987	1980s
URN_Post68	HS84-41	North American Pl. Br.	PRIVATE	1987	HS84-41	MN74103/MN72149//MN70121/OLAF	HS84-41	YES	1987	1980s
URN_Post68	MN84056	USDA-MN	MN	1987	MN84056	MN7357/MARSHALL	MN84056	YES	1987	1980s
URN_Post68	MT8336	USDA-MT	MT	1987	MT8336	PM23/MT7448	MT8336	YES	1987	1980s
URN_Post68	MT8446	USDA-MT	MT	1987	MT8446	MT7336/SHORTANA	MT8446	YES	1987	1980s
URN_Post68	ND640	NDSU	ND	1987	ND640	RL4352-1/BUTTE	ND640	YES	1987	1980s
URN_Post68	RH_LINE	Rohm-Haas	PRIVATE	1987	RH_LINE	NA	RH_LINE	YES	1987	1980s
URN_Post68	SD2999	SDSU	SD	1987	SD2999	SD2922/ND581	SD2999	YES	1987	1980s
URN_Post68	SD3000	SDSU	SD	1987	SD3000	ND572/SD8025	SD3000	YES	1987	1980s
URN_Post68	SD3005	SDSU	SD	1987	SD3005	BUTTE*2/6510-8-101//SD8010	SD3005	YES	1987	1980s
URN_Post68	SD8052-1	SDSU	SD	1987	SD8052-1	ND585/SD8026	SD8052-1	YES	1987	1980s
URN_Post68	STOA	NDSU	ND	1987	STOA	ND-527/3/WALDRON/ND-269//ND-487/FLETCHER/4/ERA	STOA	YES	1987	1980s
URN_Post68	W2501	B.AG.RES.	PRIVATE	1987	W2501	NOT GIVEN	W2501	YES	1987	1980s
URN_Post68	WA7328	WA	WA	1987	WA7328	"NHS07664/[(SQ)SELKIRK,NDM00004]83007"	WA7328	YES	1987	1980s
URN_Post68	2375	NDRF	ND	1988	2375	Olaf//Era/Suqamuxi 68/3/Chris/ND487//Lark	2375	YES	1988	1980s
URN_Post68	BZ986-345	West.Pl.Br.	PRIVATE	1988	BZ986-345	DHRSP-82 MSFRS	BZ986-345	YES	1988	1980s
URN_Post68	HS85-30	North American Pl. Br.	PRIVATE	1988	HS85-30	HS79-554/KITT	HS85-30	YES	1988	1980s
URN_Post68	HS85-476	North American Pl. Br.	PRIVATE	1988	HS85-476	HS80-315/MN73167	HS85-476	YES	1988	1980s
URN_Post68	HS85-674	North American Pl. Br.	PRIVATE	1988	HS85-674	MN73167/PROBRAND 711	HS85-674	YES	1988	1980s
URN_Post68	HS85-902	North American Pl. Br.	PRIVATE	1988	HS85-902	HS82-448/ANGUS	HS85-902	YES	1988	1980s
URN_Post68	MN85110	USDA-MN	MN	1988	MN85110	MN7357/MN7539	MN85110	YES	1988	1980s
URN_Post68	MN85167	USDA-MN	MN	1988	MN85167	MN74195/MN75182	MN85167	YES	1988	1980s
URN_Post68	MN85328	USDA-MN	MN	1988	MN85328	MN7663/MN81205	MN85328	YES	1988	1980s
URN_Post68	ND650	NDSU	ND	1988	ND650	STOA SIB/ND617 SIB	ND650	YES	1988	1980s
URN_Post68	ND652	NDSU	ND	1988	ND652	STOA/AMIDON	ND652	YES	1988	1980s
URN_Post68	MN85324	USDA-MN	MN	1988	NORM	MN73167/MN81070	NORM	YES	1988	1980s
URN_Post68	SD3014	SDSU	SD	1988	SD3014	ND572/SD8025	SD3014	YES	1988	1980s
URN_Post68	WA7493	WA	WA	1988	WA7493	NDM00004/NK000751 S82-62	WA7493	YES	1988	1980s
URN_Post68	WA7494	WA	WA	1988	WA7494	NDM00004/NK000751 S82-66	WA7494	YES	1988	1980s
URN_Post68	2370	Pioneer	PRIVATE	1989	2370	SWGL/4/TZPP/Sonora64//Crim/3/Red River	2370	YES	1989	1980s
URN_Post68	BW114	Canada	AAFC-CA	1989	BW114	(RL4563) BW63*2/Columbus	BW114	YES	1989	1980s
URN_Post68	DA984-034	West.Pl.Br.	PRIVATE	1989	EXPRESS	BH1146/Veery	EXPRESS	YES	1989	1980s
URN_Post68	MN86018	USDA-MN	MN	1989	MN86018	MN75165/MN81012	MN86018	YES	1989	1980s
URN_Post68	MN86151	USDA-MN	MN	1989	MN86151	Wheaton/MN81129	MN86151	YES	1989	1980s
URN_Post68	MN86329	USDA-MN	MN	1989	MN86329	MN82013/MN7529	MN86329	YES	1989	1980s
URN_Post68	MN86383	USDA-MN	MN	1989	MN86383	MN82115/MN81070	MN86383	YES	1989	1980s
URN_Post68	N86-370	Agripro	PRIVATE	1989	N86-370	HS81-0111/Era	N86-370	YES	1989	1980s
URN_Post68	N86-903	North American Pl. Br.	PRIVATE	1989	N86-903	HS80-0401/PR2360	N86-903	YES	1989	1980s
URN_Post68	ND653	NDSU	ND	1989	ND653	ND573/4/ND517/3/Olaf//Waldron*2 Agent	ND653	YES	1989	1980s
URN_Post68	ND655	NDSU	ND	1989	ND655	Stoa's'/ND617's'	ND655	YES	1989	1980s
URN_Post68	ND658	NDSU	ND	1989	ND658	Stoa's'/ND620's'	ND658	YES	1989	1980s
URN_Post68	SD3026	SDSU	SD	1989	SD3026	WS25/James//F4Bulk/6/Agent 3/ND441/Waldron/B/4/Butte/5/Len	SD3026	YES	1989	1980s
URN_Post68	SD3032	SDSU	SD	1989	SD3032	SD2944//KS73H487*2/Pred/3/SD2854	SD3032	YES	1989	1980s
URN_Post68	SD3036	SDSU	SD	1989	SD3036	Wheaton/Brule//SD2881	SD3036	YES	1989	1980s
URN_Post68	AC-MINTO	Canada	AAFC-CA	1990	AC-MINTO	BW120(Col/BW63//Kat/BW552)	AC-MINTO	YES	1990	1990s
URN_Post68	MN86165	USDA-MN	MN	1990	MN86165	MN81135/MN80030	MN86165	YES	1990	1990s
URN_Post68	MN87106	USDA-MN	MN	1990	MN87106	MN82066/MN81247	MN87106	YES	1990	1990s
URN_Post68	MN87150	USDA-MN	MN	1990	MN87150	MN82008/Vance	MN87150	YES	1990	1990s
URN_Post68	MT8651	MT	MT	1990	MT8651	CI15838/MT7418//Pondera	MT8651	YES	1990	1990s
URN_Post68	N86-0542	Agripro	PRIVATE	1990	N86-0542	Nordic/Norseman	N86-0542	YES	1990	1990s
URN_Post68	N87-0002	Agripro	PRIVATE	1990	N87-0002	HS82-0467/PR2369	N87-0002	YES	1990	1990s
URN_Post68	ND656	NDSU	ND	1990	ND656	ND609/3/ND536/Kitt//Butte	ND656	YES	1990	1990s
URN_Post68	ND657	NDSU	ND	1990	ND657	ND622's'/Cutlass	ND657	YES	1990	1990s
URN_Post68	ND659	NDSU	ND	1990	ND659	ND603/Alex	ND659	YES	1990	1990s
URN_Post68	ND660	NDSU	ND	1990	ND660	Len/ND589	ND660	YES	1990	1990s
URN_Post68	SD3052	SDSU	SD	1990	SD3052	ND604/SD8052	SD3052	YES	1990	1990s
URN_Post68	SD3053	SDSU	SD	1990	SD3053	ND604/SD8052	SD3053	YES	1990	1990s
URN_Post68	SD3055	SDSU	SD	1990	SD3055	ND604/SD2971	SD3055	YES	1990	1990s
URN_Post68	SD3056	SDSU	SD	1990	SD3056	ND604/SD2971	SD3056	YES	1990	1990s
URN_Post68	XW371	NDRF	ND	1990	XW371	Era/Azteca 67//Len	XW371	YES	1990	1990s
URN_Post68	BW148	Canada	AAFC-CA	1991	ACBARRIE	BW83(ND499/RL4137)/ND585	ACBARRIE	YES	1991	1990s
URN_Post68	KULM	NDSU	ND	1991	KULM	#N/A	KULM	YES	1991	1990s
URN_Post68	MN88334	USDA-MN	MN	1991	MN88334	MN84436/Vance	MN88334	YES	1991	1990s
URN_Post68	N88-3034	Agripro	PRIVATE	1991	N88-3034	Sinton/Stoa	N88-3034	YES	1991	1990s
URN_Post68	N88-3136	Agripro	PRIVATE	1991	N88-3136	Sinton/Stoa	N88-3136	YES	1991	1990s
URN_Post68	RUSS	SDSU	SD	1991	RUSS	#N/A	RUSS	YES	1991	1990s
URN_Post68	SD8072	SDSU	SD	1991	SD8072	SD8052/SD2971	SD8072	YES	1991	1990s
URN_Post68	SD8074	SDSU	SD	1991	SD8074	SD8052/SD2971	SD8074	YES	1991	1990s
URN_Post68	SONJA	Agripro	PRIVATE	1991	SONJA	#N/A	SONJA	YES	1991	1990s
URN_Post68	TR983-239	West.Pl.Br.	PRIVATE	1991	TR983-239	MSFRSP	TR983-239	YES	1991	1990s
URN_Post68	XW398A4	NDRF	ND	1991	XW398A4	MN7357/SD2903	XW398A4	YES	1991	1990s
URN_Post68	MN88076	USDA-MN	MN	1992	MN88076	MN84008/MN84606	MN88076	YES	1992	1990s
URN_Post68	MN88415	USDA-MN	MN	1992	MN88415	MN74103/SD8026	MN88415	YES	1992	1990s
URN_Post68	MN89028	USDA-MN	MN	1992	MN89028	MN84377/MN85048	MN89028	YES	1992	1990s
URN_Post68	MN89408	USDA-MN	MN	1992	MN89408	MN85437/MN84047	MN89408	YES	1992	1990s
URN_Post68	MT8849	MT	MT	1992	MT8849	RS6880/MT7819	MT8849	YES	1992	1990s
URN_Post68	ND682	NDSU	ND	1992	ND682	Gus//Butte/ND590	ND682	YES	1992	1990s
URN_Post68	PH986-61	West.Pl.Br.	PRIVATE	1992	PH986-61	MSFRSWB 906R	PH986-61	YES	1992	1990s
URN_Post68	REEDER	NDSU	ND	1992	REEDER	#N/A	REEDER	YES	1992	1990s
URN_Post68	SD8070	SDSU	SD	1992	SD8070	Guard/Sharp	SD8070	YES	1992	1990s
URN_Post68	TRENTON	NDSU	ND	1992	TRENTON	#N/A	TRENTON	YES	1992	1990s
URN_Post68	XW397A3	NDRF	ND	1992	XW397A3	MN7357/SD2881	XW397A3	YES	1992	1990s
URN_Post68	BZ984-334	West.Pl.Br.	PRIVATE	1993	BZ984-334	MSFRSP	BZ984-334	YES	1993	1990s
URN_Post68	BZ988-351	West.Pl.Br.	PRIVATE	1993	BZ988-351	Aim/906R	BZ988-351	YES	1993	1990s
URN_Post68	HAMER	Agripro	PRIVATE	1993	HAMER	#N/A	HAMER	YES	1993	1990s
URN_Post68	KEENE	NDSU	ND	1993	KEENE	Stoa's'/3/IAS20*4//H567.71//Amidon	KEENE	YES	1993	1990s
URN_Post68	MN89103	USDA-MN	MN	1993	MN89103	MN85235/MN84377	MN89103	YES	1993	1990s
URN_Post68	MN90071	USDA-MN	MN	1993	MN90071	MN86004/MN85129	MN90071	YES	1993	1990s
URN_Post68	MN90114	USDA-MN	MN	1993	MN90114	MN86499/MN86033	MN90114	YES	1993	1990s
URN_Post68	MN90253	USDA-MN	MN	1993	MN90253	MN86383/MN86128	MN90253	YES	1993	1990s
URN_Post68	N88-3140	Agripro	PRIVATE	1993	N88-3140	Sinton/Stoa	N88-3140	YES	1993	1990s
URN_Post68	N90-0671	Agripro	PRIVATE	1993	N90-0671	NA	N90-0671	YES	1993	1990s
URN_Post68	ND674	NDSU	ND	1993	ND674	Grandin*2/ND643	ND674	YES	1993	1990s
URN_Post68	NORLANDER	Agripro	PRIVATE	1993	NORLANDER	#N/A	NORLANDER	YES	1993	1990s
URN_Post68	OXEN	SDSU	SD	1993	OXEN	#N/A	OXEN	YES	1993	1990s
URN_Post68	SBE0444	USDA-MN	MN	1993	SBE0444	Wheaton/Erick	SBE0444	YES	1993	1990s
URN_Post68	SD0005	SDSU	SD	1993	SD0005	MN7663/SBY354A	SD0005	YES	1993	1990s
URN_Post68	VERDE	USDA-MN	MN	1993	VERDE	MN7663/SBY35A	VERDE	YES	1993	1990s
URN_Post68	BW174	Canada	AAFC-CA	1994	BW174	MACOL*2//SARIC/NEP/3/COL*5//SARIC/NEP	BW174	YES	1994	1990s
URN_Post68	FORGE	SDSU	SD	1994	FORGE	#N/A	FORGE	YES	1994	1990s
URN_Post68	SBE0050	USDA-MN	MN	1994	HJ98	W8814/NORAK	HJ98	YES	1994	1990s
URN_Post68	MN91227	USDA-MN	MN	1994	MN91227	MN87003/MN86497	MN91227	YES	1994	1990s
URN_Post68	MN91309	USDA-MN	MN	1994	MN91309	SBI0037	MN91309	YES	1994	1990s
URN_Post68	MN91324	USDA-MN	MN	1994	MN91324	SBI0072	MN91324	YES	1994	1990s
URN_Post68	MN92006	USDA-MN	MN	1994	MN92006	MARSHALL/MN88076	MN92006	YES	1994	1990s
URN_Post68	N89-0562	Agripro	PRIVATE	1994	N89-0562	CNO'S/7C/3/B.RE//BArET/AMB	N89-0562	YES	1994	1990s
URN_Post68	N90-0392	Agripro	PRIVATE	1994	N90-0392	HS85-0476/HS84-0700	N90-0392	YES	1994	1990s
URN_Post68	N91-0059	Agripro	PRIVATE	1994	N91-0059	HS85-510/SUCCESS	N91-0059	YES	1994	1990s
URN_Post68	N91-3057	Agripro	PRIVATE	1994	N91-3057	B85-1525/KRONA	N91-3057	YES	1994	1990s
URN_Post68	ND686	NDSU	ND	1994	ND686	GRANDIN'S'/3/COLONIAS/AMIDON/GRANDIN	ND686	YES	1994	1990s
URN_Post68	SD0007	SDSU	SD	1994	SD0007	MN7663/SB7354A	SD0007	YES	1994	1990s
URN_Post68	SD0014	SDSU	SD	1994	SD0014	YW352/SBZ004A	SD0014	YES	1994	1990s
URN_Post68	SD3151	SDSU	SD	1994	SD3151	SD3036//SD8052/SD2971	SD3151	YES	1994	1990s
URN_Post68	MN2535	USDA-MN	MN	1995	BACUP	#N/A	BACUP	YES	1995	1990s
URN_Post68	FA993-401W	West.Pl.Br.	PRIVATE	1995	FA993-401W	Vance/Low Sprout	FA993-401W	YES	1995	1990s
URN_Post68	FA993-402W	West.Pl.Br.	PRIVATE	1995	FA993-402W	Grandin/Low	FA993-402W	YES	1995	1990s
URN_Post68	GUNNER	Agripro	PRIVATE	1995	GUNNER	RANDOM MATING	GUNNER	YES	1995	1990s
URN_Post68	HAGGER	Agripro	PRIVATE	1995	HAGGER	#N/A	HAGGER	YES	1995	1990s
URN_Post68	HY417	ACSC	OTH	1995	HY417	HY377/L8474-D	HY417	YES	1995	1990s
URN_Post68	MN92387	USDA-MN	MN	1995	MN92387	MN88064/Prospect	MN92387	YES	1995	1990s
URN_Post68	MT9354	MT	MT	1995	MT9354	MT7810//SU73/Lew	MT9354	YES	1995	1990s
URN_Post68	MT9360	MT	MT	1995	MT9360	Lew/Pondera	MT9360	YES	1995	1990s
URN_Post68	N92-0248	Agripro	PRIVATE	1995	N92-0248	N87-0135/HS85-0793	N92-0248	YES	1995	1990s
URN_Post68	ND688	NDSU	ND	1995	ND688	Stoa's'/3/IASS20*4/H567.71//Amidon	ND688	YES	1995	1990s
URN_Post68	SBF0402	NDRF	ND	1995	SBF0402	Erik/SBY0430A	SBF0402	YES	1995	1990s
URN_Post68	SD3161	SDSU	SD	1995	SD3161	Grandin/3/SD2990-1//F134-71/NAC	SD3161	YES	1995	1990s
URN_Post68	SD3165	SDSU	SD	1995	SD3165	Butte 86/3/Mex Dwarf/Baca//Vona/4/2375	SD3165	YES	1995	1990s
URN_Post68	SD8088	SDSU	SD	1995	SD8088	SD8056/SD8061//SD3051	SD8088	YES	1995	1990s
URN_Post68	SD8089	SDSU	SD	1995	SD8089	SD8056/SD8061//SD3051	SD8089	YES	1995	1990s
URN_Post68	SD3219	SDSU	SD	1996	EMBER	SD3078/GRANDIN	EMBER	YES	1996	1990s
URN_Post68	SD3249	SDSU	SD	1996	INGOT	SD3080/DALEN	INGOT	YES	1996	1990s
URN_Post68	MN93413	USDA-MN	MN	1996	MCVEY	NING8331/MN87029//MN89068	MCVEY	YES	1996	1990s
URN_Post68	MN93434	USDA-MN	MN	1996	MN93434	2375/GRANDIN	MN93434	YES	1996	1990s
URN_Post68	ND691	NDSU	ND	1996	ND691	STOA*2/CARIFEN//AMIDON	ND691	YES	1996	1990s
URN_Post68	ND692	NDSU	ND	1996	ND692	GRANDIN'S'/3/ND610/PEL 1373268//GRANDIN	ND692	YES	1996	1990s
URN_Post68	ND694	NDSU	ND	1996	PARSHALL	ND678/ND674	PARSHALL	YES	1996	1990s
URN_Post68	MT9433	MT	MT	1996	SCHOLAR	MT8808/MARBERG	SCHOLAR	YES	1996	1990s
URN_Post68	SD8108	SDSU	SD	1996	SD8108	SD8061/SD3118	SD8108	YES	1996	1990s
URN_Post68	N93-0136	Agripro	PRIVATE	1997	IVAN	C84-0057/W87-0069//Bergen	IVAN	YES	1997	1990s
URN_Post68	MN94055	USDA-MN	MN	1997	MN94055	BR 23 (Brazil)/MN90071	MN94055	YES	1997	1990s
URN_Post68	MN94200	USDA-MN	MN	1997	MN94200	MN89028/Grandin	MN94200	YES	1997	1990s
URN_Post68	ND704	NDSU	ND	1997	ND704	Grandin*2//Colonias/Amidon	ND704	YES	1997	1990s
URN_Post68	N93-0119	Agripro	PRIVATE	1997	NORPRO	N88-0436/Dalen	NORPRO	YES	1997	1990s
URN_Post68	WA007802	WA	WA	1997	SCARLETT	HF820049/WA007301//TEC/K8405055	SCARLETT	YES	1997	1990s
URN_Post68	SD3310	SDSU	SD	1997	SD3310	SD8072/SD3067	SD3310	YES	1997	1990s
URN_Post68	SD8119	SDSU	SD	1997	SD8119	SD8072/SD3105	SD8119	YES	1997	1990s
URN_Post68	SHARPSHOOTER	West.Pl.Br.	PRIVATE	1997	SHARPSHOOTER	Sharp/Sumai#3	SHARPSHOOTER	YES	1997	1990s
URN_Post68	T1052	Trigen	PRIVATE	1997	T1052	Victoria INTA//Junin/Buck Pucara Sib	T1052	YES	1997	1990s
URN_Post68	BZ987-331	West.Pl.Br.	PRIVATE	1997	ZEKE	NA	ZEKE	YES	1997	1990s
URN_Post68	MN95286	USDA-MN	MN	1998	MN95286	MN90092/MN86165	MN95286	YES	1998	1990s
URN_Post68	ND705	NDSU	ND	1998	ND705	KEENE/ND647	ND705	YES	1998	1990s
URN_Post68	ND706	NDSU	ND	1998	ND706	GRANDIN/3/IAS20*4/H567.71//AMIDON/4/ND674	ND706	YES	1998	1990s
URN_Post68	MN95002	USDA-MN	MN	1998	OKLEE	2375/SBF0670	OKLEE	YES	1998	1990s
URN_Post68	SD3345	SDSU	SD	1998	SD3345	SD3116/BT86/SD8061	SD3345	YES	1998	1990s
URN_Post68	WA007824	WA	WA	1998	TARA_2002	KODIAK/SPILLMANHWPB00926	TARA_2002	YES	1998	1990s
URN_Post68	SD3348	SDSU	SD	1998	WALWORTH	SD3116/OXEN	WALWORTH	YES	1998	1990s
URN_Post68	MN95229	USDA-MN	MN	1999	ADA	SBF0068	ADA	YES	1999	1990s
